State,District,Crop,Season,Year,Area_Hectares,Production_Tonnes,Yield_t_per_ha,Soil_Type,Water_Requirement,Climate,Fertilizer
Arunachal Pradesh,Arunachal Pradesh District,Tea,Rabi,2024,13091,36131,2.76,Alluvial,Low,Temperate,Organic + NPK
Arunachal Pradesh,Arunachal Pradesh District,Mustard,Zaid,2024,6939,12628,1.82,Clay Loam,High,Temperate,Potash
Arunachal Pradesh,Arunachal Pradesh District,Coconut,Zaid,2024,23965,129890,5.42,Black,High,Semi-Arid,Urea
Arunachal Pradesh,Arunachal Pradesh District,Soybean,Kharif,2024,3205,13813,4.31,Black,High,Tropical,NPK
Arunachal Pradesh,Arunachal Pradesh District,Coffee,Kharif,2024,13037,44065,3.38,Clay Loam,High,Temperate,Potash
Arunachal Pradesh,Arunachal Pradesh District,Onion,Rabi,2024,2930,16613,5.67,Black,Medium,Temperate,Urea
Arunachal Pradesh,Arunachal Pradesh District,Tea,Kharif,2024,25045,131987,5.27,Red,High,Temperate,Organic + NPK
Arunachal Pradesh,Arunachal Pradesh District,Jute,Zaid,2024,18042,50698,2.81,Sandy,Medium,Temperate,Urea
Arunachal Pradesh,Arunachal Pradesh District,Rice,Zaid,2024,10012,51061,5.1,Clay Loam,Low,Mountain,Organic + NPK
Arunachal Pradesh,Arunachal Pradesh District,Rubber,Kharif,2025,8852,37886,4.28,Sandy,Medium,Temperate,DAP + Urea
Arunachal Pradesh,Arunachal Pradesh District,Sugarcane,Zaid,2025,4186,22353,5.34,Clay Loam,Low,Temperate,Potash
Arunachal Pradesh,Arunachal Pradesh District,Potato,Zaid,2025,13503,27681,2.05,Black,Medium,Mountain,DAP + Urea
Arunachal Pradesh,Arunachal Pradesh District,Banana,Zaid,2025,8842,42087,4.76,Alluvial,Low,Mountain,Urea
Arunachal Pradesh,Arunachal Pradesh District,Jute,Rabi,2025,18358,78205,4.26,Alluvial,High,Temperate,Potash
Arunachal Pradesh,Arunachal Pradesh District,Potato,Rabi,2025,8138,43538,5.35,Sandy,High,Semi-Arid,Urea
Arunachal Pradesh,Arunachal Pradesh District,Bajra,Kharif,2025,16686,32370,1.94,Black,High,Tropical,Urea
Arunachal Pradesh,Arunachal Pradesh District,Wheat,Zaid,2025,16505,40602,2.46,Clay Loam,Medium,Temperate,NPK
Arunachal Pradesh,Arunachal Pradesh District,Maize,Rabi,2025,22720,110419,4.86,Sandy,Medium,Temperate,DAP + Urea
Arunachal Pradesh,Arunachal Pradesh District,Apple,Zaid,2025,16949,39999,2.36,Laterite,High,Humid,DAP + Urea
Arunachal Pradesh,Arunachal Pradesh District,Mustard,Zaid,2025,12287,54800,4.46,Sandy,Low,Humid,NPK
Arunachal Pradesh,Arunachal Pradesh District,Rubber,Kharif,2025,1948,10227,5.25,Black,Medium,Semi-Arid,NPK
Assam,Assam District,Banana,Zaid,2016,16918,30283,1.79,Laterite,Low,Semi-Arid,Potash
Assam,Assam District,Banana,Rabi,2016,21671,61979,2.86,Red,Medium,Tropical,Potash
Assam,Assam District,Jute,Zaid,2016,1071,3662,3.42,Loam,Medium,Temperate,Potash
Assam,Assam District,Banana,Rabi,2016,18710,99724,5.33,Alluvial,High,Humid,Urea
Assam,Assam District,Coffee,Zaid,2016,17533,88716,5.06,Clay Loam,Low,Tropical,Potash
Assam,Assam District,Potato,Rabi,2016,971,1893,1.95,Red,Medium,Mountain,NPK
Assam,Assam District,Tea,Zaid,2016,19594,35857,1.83,Alluvial,High,Semi-Arid,Organic + NPK
Assam,Assam District,Potato,Kharif,2016,27053,106859,3.95,Red,Medium,Temperate,DAP + Urea
Assam,Assam District,Banana,Rabi,2016,5356,22227,4.15,Red,High,Semi-Arid,Organic + NPK
Assam,Assam District,Ragi,Rabi,2016,28414,75865,2.67,Alluvial,High,Tropical,DAP + Urea
Assam,Assam District,Bajra,Zaid,2016,25226,147824,5.86,Red,High,Mountain,NPK
Assam,Assam District,Maize,Rabi,2016,23719,53842,2.27,Laterite,Low,Temperate,Organic + NPK
Assam,Assam District,Onion,Kharif,2017,24294,106407,4.38,Black,Low,Humid,Urea
Assam,Assam District,Wheat,Kharif,2017,24668,93738,3.8,Sandy,High,Tropical,Potash
Assam,Assam District,Ragi,Zaid,2017,11630,65942,5.67,Black,Low,Semi-Arid,Organic + NPK
Assam,Assam District,Wheat,Rabi,2017,1440,8568,5.95,Loam,Low,Mountain,NPK
Assam,Assam District,Banana,Zaid,2017,23505,105537,4.49,Laterite,Low,Temperate,DAP + Urea
Assam,Assam District,Sugarcane,Zaid,2017,19749,41275,2.09,Clay Loam,Low,Humid,Urea
Assam,Assam District,Soybean,Rabi,2017,26105,45683,1.75,Red,High,Humid,DAP + Urea
Assam,Assam District,Rice,Kharif,2017,957,5665,5.92,Black,Medium,Mountain,NPK
Assam,Assam District,Rice,Kharif,2017,8039,39712,4.94,Clay Loam,Low,Tropical,Potash
Assam,Assam District,Soybean,Kharif,2017,7362,25693,3.49,Laterite,High,Humid,Organic + NPK
Assam,Assam District,Coffee,Zaid,2017,21911,40097,1.83,Black,Low,Mountain,Organic + NPK
Assam,Assam District,Banana,Rabi,2017,14467,61629,4.26,Alluvial,Medium,Tropical,NPK
Assam,Assam District,Banana,Rabi,2018,22275,95559,4.29,Sandy,High,Mountain,Organic + NPK
Assam,Assam District,Ragi,Kharif,2018,2926,12903,4.41,Loam,High,Semi-Arid,Potash
Assam,Assam District,Banana,Zaid,2018,22141,88121,3.98,Sandy,Medium,Mountain,Potash
Assam,Assam District,Rubber,Rabi,2018,20282,73420,3.62,Loam,High,Humid,Potash
Assam,Assam District,Coffee,Rabi,2018,20402,80179,3.93,Red,Low,Mountain,NPK
Assam,Assam District,Rubber,Kharif,2018,15492,85360,5.51,Clay Loam,Medium,Temperate,Urea
Assam,Assam District,Ragi,Kharif,2018,23315,138724,5.95,Laterite,Medium,Tropical,NPK
Assam,Assam District,Tea,Kharif,2018,29058,146161,5.03,Red,High,Tropical,Organic + NPK
Assam,Assam District,Coffee,Rabi,2018,990,2930,2.96,Clay Loam,Low,Temperate,NPK
Assam,Assam District,Ragi,Zaid,2018,4428,20014,4.52,Alluvial,Low,Humid,Urea
Assam,Assam District,Apple,Zaid,2018,11666,29748,2.55,Loam,High,Temperate,Potash
Assam,Assam District,Banana,Rabi,2018,21496,67712,3.15,Laterite,Medium,Mountain,Urea
Assam,Assam District,Maize,Kharif,2019,7020,23376,3.33,Clay Loam,Low,Mountain,DAP + Urea
Assam,Assam District,Mustard,Rabi,2019,8478,39931,4.71,Black,High,Temperate,Organic + NPK
Assam,Assam District,Tea,Zaid,2019,547,2576,4.71,Red,Medium,Semi-Arid,DAP + Urea
Assam,Assam District,Cotton,Rabi,2019,1521,9065,5.96,Clay Loam,Medium,Mountain,Urea
Assam,Assam District,Ragi,Zaid,2019,20284,40568,2,Red,High,Humid,Urea
Assam,Assam District,Rice,Kharif,2019,28090,81461,2.9,Loam,Medium,Tropical,Potash
Assam,Assam District,Mustard,Zaid,2019,29015,122733,4.23,Loam,Medium,Semi-Arid,Organic + NPK
Assam,Assam District,Mustard,Zaid,2019,2276,4460,1.96,Clay Loam,High,Temperate,DAP + Urea
Assam,Assam District,Jowar,Kharif,2019,2083,12289,5.9,Black,Low,Tropical,Urea
Assam,Assam District,Rice,Kharif,2019,2668,4669,1.75,Clay Loam,Medium,Humid,NPK
Assam,Assam District,Apple,Rabi,2019,788,3167,4.02,Black,Medium,Humid,Potash
Assam,Assam District,Onion,Kharif,2019,17589,46259,2.63,Black,Low,Semi-Arid,NPK
Assam,Assam District,Mustard,Kharif,2020,18697,86941,4.65,Red,Medium,Semi-Arid,NPK
Assam,Assam District,Rice,Zaid,2020,18933,44113,2.33,Alluvial,Low,Temperate,DAP + Urea
Assam,Assam District,Groundnut,Kharif,2020,10467,58405,5.58,Alluvial,Medium,Temperate,NPK
Assam,Assam District,Rubber,Zaid,2020,5417,13759,2.54,Red,Medium,Tropical,Potash
Assam,Assam District,Maize,Kharif,2020,15000,36000,2.4,Loam,Low,Tropical,NPK
Assam,Assam District,Soybean,Kharif,2020,2270,11032,4.86,Alluvial,High,Temperate,Organic + NPK
Assam,Assam District,Bajra,Kharif,2020,17775,60435,3.4,Loam,Low,Humid,DAP + Urea
Assam,Assam District,Ragi,Zaid,2020,11966,37214,3.11,Sandy,High,Semi-Arid,Urea
Assam,Assam District,Maize,Rabi,2020,14462,82288,5.69,Red,Low,Mountain,NPK
Assam,Assam District,Mustard,Rabi,2020,2868,14282,4.98,Red,High,Humid,Organic + NPK
Assam,Assam District,Tea,Rabi,2020,13910,49380,3.55,Red,Medium,Semi-Arid,Potash
Assam,Assam District,Rice,Kharif,2020,12633,26150,2.07,Red,High,Temperate,Potash
Assam,Assam District,Cotton,Zaid,2021,5969,21249,3.56,Black,Low,Temperate,NPK
Assam,Assam District,Apple,Zaid,2021,8819,22576,2.56,Red,Low,Humid,Urea
Assam,Assam District,Jowar,Zaid,2021,3031,10396,3.43,Red,Medium,Tropical,DAP + Urea
Assam,Assam District,Ragi,Rabi,2021,2767,12672,4.58,Clay Loam,Low,Tropical,DAP + Urea
Assam,Assam District,Tea,Zaid,2021,24596,143394,5.83,Sandy,Medium,Mountain,Organic + NPK
Assam,Assam District,Ragi,Rabi,2021,21936,44749,2.04,Alluvial,Medium,Mountain,DAP + Urea
Assam,Assam District,Wheat,Rabi,2021,8592,45279,5.27,Red,High,Semi-Arid,DAP + Urea
Assam,Assam District,Tea,Rabi,2021,25811,44394,1.72,Loam,High,Tropical,DAP + Urea
Assam,Assam District,Sugarcane,Zaid,2021,4938,12345,2.5,Red,Low,Temperate,DAP + Urea
Assam,Assam District,Maize,Zaid,2021,10705,43676,4.08,Clay Loam,High,Mountain,Urea
Assam,Assam District,Rubber,Kharif,2021,19532,74221,3.8,Clay Loam,Medium,Temperate,Urea
Assam,Assam District,Maize,Kharif,2021,9574,23169,2.42,Black,Low,Tropical,DAP + Urea
Assam,Assam District,Jute,Rabi,2022,12390,28868,2.33,Alluvial,High,Temperate,DAP + Urea
Assam,Assam District,Maize,Kharif,2022,14958,65815,4.4,Clay Loam,Medium,Temperate,Potash
Assam,Assam District,Rice,Rabi,2022,7629,22276,2.92,Clay Loam,Low,Tropical,Organic + NPK
Assam,Assam District,Jute,Rabi,2022,18822,57783,3.07,Alluvial,High,Humid,Potash
Assam,Assam District,Jowar,Zaid,2022,20328,59561,2.93,Alluvial,Medium,Humid,Urea
Assam,Assam District,Maize,Zaid,2022,9087,16174,1.78,Loam,Medium,Tropical,DAP + Urea
Assam,Assam District,Ragi,Rabi,2022,7898,22983,2.91,Sandy,Medium,Semi-Arid,Urea
Assam,Assam District,Rice,Rabi,2022,10150,22634,2.23,Alluvial,Low,Semi-Arid,Urea
Assam,Assam District,Apple,Zaid,2022,7623,20963,2.75,Loam,High,Semi-Arid,Potash
Assam,Assam District,Jowar,Kharif,2022,20441,54168,2.65,Red,Low,Humid,NPK
Assam,Assam District,Coffee,Zaid,2022,12193,46943,3.85,Loam,Low,Semi-Arid,Urea
Assam,Assam District,Cotton,Zaid,2022,27784,101967,3.67,Black,Low,Temperate,NPK
Assam,Assam District,Maize,Rabi,2023,1762,6766,3.84,Clay Loam,Medium,Humid,Potash
Assam,Assam District,Groundnut,Rabi,2023,18951,88880,4.69,Alluvial,Medium,Mountain,Potash
Assam,Assam District,Rubber,Rabi,2023,5919,24682,4.17,Alluvial,High,Humid,Organic + NPK
Assam,Assam District,Rubber,Zaid,2023,8282,38014,4.59,Clay Loam,Medium,Tropical,Urea
Assam,Assam District,Tea,Rabi,2023,6897,15380,2.23,Sandy,Low,Humid,Potash
Assam,Assam District,Ragi,Rabi,2023,26983,61521,2.28,Laterite,Low,Mountain,DAP + Urea
Assam,Assam District,Apple,Kharif,2023,2446,8561,3.5,Clay Loam,Low,Semi-Arid,Urea
Assam,Assam District,Sugarcane,Kharif,2023,10815,28984,2.68,Red,Low,Temperate,Potash
Assam,Assam District,Potato,Zaid,2023,10597,27022,2.55,Laterite,Medium,Semi-Arid,Potash
Assam,Assam District,Onion,Zaid,2023,10693,24166,2.26,Clay Loam,Medium,Mountain,DAP + Urea
Assam,Assam District,Jowar,Kharif,2023,22568,49649,2.2,Sandy,Medium,Tropical,Urea
Assam,Assam District,Coffee,Zaid,2023,23870,106221,4.45,Black,High,Semi-Arid,Urea
Assam,Assam District,Onion,Kharif,2024,14995,47084,3.14,Alluvial,Low,Tropical,NPK
Assam,Assam District,Onion,Rabi,2024,13199,27981,2.12,Black,Medium,Semi-Arid,Potash
Assam,Assam District,Banana,Zaid,2024,1693,7009,4.14,Laterite,Medium,Semi-Arid,Organic + NPK
Assam,Assam District,Tea,Zaid,2024,25923,127022,4.9,Red,Low,Tropical,Potash
Assam,Assam District,Wheat,Zaid,2024,26668,120539,4.52,Black,Medium,Humid,Urea
Assam,Assam District,Ragi,Rabi,2024,29625,143977,4.86,Alluvial,High,Semi-Arid,Organic + NPK
Assam,Assam District,Coconut,Kharif,2024,15747,47083,2.99,Black,Medium,Mountain,Urea
Assam,Assam District,Apple,Zaid,2024,24779,132567,5.35,Black,Medium,Temperate,Organic + NPK
Assam,Assam District,Cotton,Kharif,2024,20521,48634,2.37,Laterite,High,Temperate,NPK
Assam,Assam District,Sugarcane,Kharif,2024,14433,25113,1.74,Red,High,Humid,Organic + NPK
Assam,Assam District,Coffee,Zaid,2024,964,3123,3.24,Laterite,Medium,Humid,Potash
Assam,Assam District,Coffee,Rabi,2024,10761,57248,5.32,Black,Low,Semi-Arid,DAP + Urea
Assam,Assam District,Rubber,Zaid,2025,5524,19665,3.56,Alluvial,High,Humid,Organic + NPK
Assam,Assam District,Jute,Zaid,2025,22679,91169,4.02,Red,High,Mountain,Organic + NPK
Assam,Assam District,Onion,Rabi,2025,19908,101530,5.1,Laterite,High,Semi-Arid,Potash
Assam,Assam District,Soybean,Kharif,2025,5942,15330,2.58,Sandy,High,Temperate,NPK
Assam,Assam District,Ragi,Rabi,2025,20804,102355,4.92,Laterite,Low,Humid,Organic + NPK
Assam,Assam District,Tea,Zaid,2025,20168,84302,4.18,Sandy,Medium,Temperate,Organic + NPK
Assam,Assam District,Mustard,Zaid,2025,10774,35446,3.29,Laterite,High,Temperate,NPK
Assam,Assam District,Coffee,Rabi,2025,21842,121441,5.56,Clay Loam,High,Temperate,DAP + Urea
Assam,Assam District,Maize,Rabi,2025,27463,116717,4.25,Black,High,Humid,NPK
Assam,Assam District,Coconut,Kharif,2025,629,3233,5.14,Sandy,Medium,Temperate,NPK
Assam,Assam District,Onion,Kharif,2025,26414,126787,4.8,Sandy,Medium,Temperate,Urea
Assam,Assam District,Coconut,Zaid,2025,11167,43997,3.94,Loam,High,Humid,DAP + Urea
Bihar,Bihar District,Soybean,Zaid,2016,5689,12743,2.24,Black,Low,Tropical,Urea
Bihar,Bihar District,Banana,Kharif,2016,17608,36624,2.08,Sandy,Medium,Mountain,Organic + NPK
Bihar,Bihar District,Apple,Kharif,2016,4992,7937,1.59,Black,Low,Semi-Arid,Potash
Bihar,Bihar District,Jute,Kharif,2016,1622,9164,5.65,Black,High,Semi-Arid,Potash
Bihar,Bihar District,Cotton,Kharif,2016,7349,22928,3.12,Red,High,Humid,NPK
Bihar,Bihar District,Coffee,Rabi,2016,16070,26194,1.63,Black,High,Temperate,DAP + Urea
Bihar,Bihar District,Rice,Kharif,2016,24173,112162,4.64,Red,High,Temperate,NPK
Bihar,Bihar District,Sugarcane,Kharif,2016,27154,138756,5.11,Sandy,Medium,Humid,NPK
Bihar,Bihar District,Rubber,Zaid,2016,24048,136833,5.69,Clay Loam,High,Semi-Arid,Organic + NPK
Bihar,Bihar District,Cotton,Rabi,2016,14628,46370,3.17,Sandy,Medium,Semi-Arid,Urea
Bihar,Bihar District,Tea,Kharif,2016,18489,104462,5.65,Alluvial,Low,Temperate,DAP + Urea
Bihar,Bihar District,Rice,Rabi,2016,8398,37874,4.51,Sandy,High,Semi-Arid,Potash
Bihar,Bihar District,Sugarcane,Zaid,2017,2275,5187,2.28,Alluvial,Low,Semi-Arid,Organic + NPK
Bihar,Bihar District,Coconut,Zaid,2017,4851,26049,5.37,Sandy,High,Humid,Urea
Bihar,Bihar District,Ragi,Zaid,2017,19668,95586,4.86,Laterite,Low,Mountain,Organic + NPK
Bihar,Bihar District,Banana,Kharif,2017,2468,7576,3.07,Loam,High,Tropical,Urea
Bihar,Bihar District,Cotton,Kharif,2017,26884,42745,1.59,Black,Medium,Tropical,Urea
Bihar,Bihar District,Rice,Zaid,2017,16329,29392,1.8,Laterite,Low,Semi-Arid,Potash
Bihar,Bihar District,Apple,Zaid,2017,16926,32836,1.94,Sandy,High,Semi-Arid,Potash
Bihar,Bihar District,Onion,Zaid,2017,13938,36099,2.59,Laterite,Medium,Humid,Urea
Bihar,Bihar District,Sugarcane,Zaid,2017,2703,6622,2.45,Sandy,High,Humid,NPK
Bihar,Bihar District,Sugarcane,Kharif,2017,12129,24015,1.98,Alluvial,High,Mountain,NPK
Bihar,Bihar District,Rice,Kharif,2017,17289,59474,3.44,Alluvial,Medium,Semi-Arid,Potash
Bihar,Bihar District,Wheat,Rabi,2017,19291,66168,3.43,Laterite,High,Tropical,Potash
Bihar,Bihar District,Rice,Rabi,2018,9569,53490,5.59,Laterite,Low,Humid,Organic + NPK
Bihar,Bihar District,Jute,Rabi,2018,14971,58386,3.9,Clay Loam,Low,Semi-Arid,Urea
Bihar,Bihar District,Jowar,Rabi,2018,19674,81647,4.15,Clay Loam,High,Semi-Arid,Urea
Bihar,Bihar District,Onion,Zaid,2018,20058,65990,3.29,Black,Medium,Tropical,NPK
Bihar,Bihar District,Cotton,Kharif,2018,16672,98031,5.88,Sandy,Medium,Humid,Organic + NPK
Bihar,Bihar District,Onion,Kharif,2018,29311,83829,2.86,Clay Loam,Low,Semi-Arid,NPK
Bihar,Bihar District,Rubber,Rabi,2018,15889,75949,4.78,Clay Loam,Medium,Temperate,NPK
Bihar,Bihar District,Onion,Zaid,2018,7102,35225,4.96,Sandy,Low,Semi-Arid,Organic + NPK
Bihar,Bihar District,Rice,Zaid,2018,21687,58554,2.7,Loam,Low,Mountain,Urea
Bihar,Bihar District,Sugarcane,Zaid,2018,3707,16978,4.58,Clay Loam,High,Mountain,Urea
Bihar,Bihar District,Maize,Rabi,2018,20521,76748,3.74,Clay Loam,High,Tropical,DAP + Urea
Bihar,Bihar District,Groundnut,Kharif,2018,2320,9929,4.28,Alluvial,High,Mountain,Organic + NPK
Bihar,Bihar District,Soybean,Kharif,2019,5805,22639,3.9,Sandy,Low,Tropical,Potash
Bihar,Bihar District,Tea,Zaid,2019,29932,137986,4.61,Laterite,Medium,Mountain,DAP + Urea
Bihar,Bihar District,Jowar,Kharif,2019,19431,100263,5.16,Sandy,High,Humid,NPK
Bihar,Bihar District,Rice,Rabi,2019,14651,62266,4.25,Sandy,Medium,Semi-Arid,Urea
Bihar,Bihar District,Maize,Zaid,2019,6570,16227,2.47,Alluvial,High,Semi-Arid,Urea
Bihar,Bihar District,Tea,Kharif,2019,12131,46097,3.8,Black,Low,Temperate,NPK
Bihar,Bihar District,Tea,Rabi,2019,2695,14553,5.4,Sandy,Low,Temperate,Organic + NPK
Bihar,Bihar District,Cotton,Zaid,2019,23140,127501,5.51,Clay Loam,Medium,Tropical,Urea
Bihar,Bihar District,Apple,Rabi,2019,560,2027,3.62,Sandy,High,Humid,DAP + Urea
Bihar,Bihar District,Cotton,Zaid,2019,23095,100694,4.36,Alluvial,Medium,Semi-Arid,Potash
Bihar,Bihar District,Rice,Rabi,2019,4818,12237,2.54,Loam,Low,Humid,Potash
Bihar,Bihar District,Coconut,Kharif,2019,7083,27057,3.82,Black,Low,Semi-Arid,Potash
Bihar,Bihar District,Sugarcane,Zaid,2020,6325,23592,3.73,Loam,High,Mountain,Urea
Bihar,Bihar District,Coffee,Kharif,2020,18641,109422,5.87,Loam,Medium,Temperate,Urea
Bihar,Bihar District,Cotton,Zaid,2020,2487,7013,2.82,Laterite,High,Tropical,DAP + Urea
Bihar,Bihar District,Apple,Rabi,2020,9393,34284,3.65,Red,High,Tropical,Organic + NPK
Bihar,Bihar District,Cotton,Rabi,2020,18889,88967,4.71,Loam,High,Tropical,Potash
Bihar,Bihar District,Sugarcane,Rabi,2020,25740,81595,3.17,Sandy,Low,Humid,DAP + Urea
Bihar,Bihar District,Maize,Rabi,2020,13814,64511,4.67,Alluvial,Medium,Mountain,DAP + Urea
Bihar,Bihar District,Onion,Kharif,2020,13324,49432,3.71,Clay Loam,Low,Semi-Arid,NPK
Bihar,Bihar District,Coconut,Zaid,2020,20184,37945,1.88,Alluvial,Medium,Tropical,Organic + NPK
Bihar,Bihar District,Apple,Kharif,2020,1796,5495,3.06,Alluvial,Low,Tropical,Potash
Bihar,Bihar District,Jowar,Zaid,2020,12114,35009,2.89,Laterite,High,Humid,Organic + NPK
Bihar,Bihar District,Groundnut,Zaid,2020,29602,127880,4.32,Black,Medium,Mountain,DAP + Urea
Bihar,Bihar District,Mustard,Kharif,2021,21287,106009,4.98,Red,Medium,Mountain,Organic + NPK
Bihar,Bihar District,Jowar,Rabi,2021,19761,30036,1.52,Red,High,Temperate,DAP + Urea
Bihar,Bihar District,Mustard,Rabi,2021,28715,64034,2.23,Laterite,Low,Temperate,DAP + Urea
Bihar,Bihar District,Onion,Zaid,2021,26558,142085,5.35,Alluvial,Medium,Semi-Arid,DAP + Urea
Bihar,Bihar District,Groundnut,Rabi,2021,1767,6202,3.51,Sandy,Low,Humid,DAP + Urea
Bihar,Bihar District,Jowar,Zaid,2021,17261,102357,5.93,Laterite,Medium,Tropical,NPK
Bihar,Bihar District,Maize,Zaid,2021,27478,69794,2.54,Laterite,High,Mountain,Urea
Bihar,Bihar District,Rice,Rabi,2021,20192,116911,5.79,Laterite,High,Tropical,DAP + Urea
Bihar,Bihar District,Rice,Zaid,2021,8475,24492,2.89,Clay Loam,Medium,Humid,Organic + NPK
Bihar,Bihar District,Tea,Kharif,2021,9205,25681,2.79,Sandy,Low,Semi-Arid,NPK
Bihar,Bihar District,Soybean,Zaid,2021,3020,8818,2.92,Red,Low,Temperate,NPK
Bihar,Bihar District,Soybean,Kharif,2021,1487,3539,2.38,Clay Loam,High,Tropical,Urea
Bihar,Bihar District,Rice,Rabi,2022,18833,47459,2.52,Black,High,Tropical,DAP + Urea
Bihar,Bihar District,Cotton,Kharif,2022,2554,4009,1.57,Red,High,Tropical,Potash
Bihar,Bihar District,Onion,Kharif,2022,9051,21541,2.38,Clay Loam,Medium,Humid,Organic + NPK
Bihar,Bihar District,Onion,Zaid,2022,13130,71295,5.43,Clay Loam,High,Semi-Arid,Organic + NPK
Bihar,Bihar District,Maize,Zaid,2022,6396,31468,4.92,Laterite,Low,Mountain,DAP + Urea
Bihar,Bihar District,Potato,Rabi,2022,1340,5132,3.83,Black,Low,Humid,Urea
Bihar,Bihar District,Wheat,Zaid,2022,29344,98008,3.34,Laterite,High,Tropical,NPK
Bihar,Bihar District,Cotton,Rabi,2022,18698,62638,3.35,Clay Loam,Medium,Mountain,NPK
Bihar,Bihar District,Soybean,Rabi,2022,6866,19705,2.87,Red,High,Tropical,Potash
Bihar,Bihar District,Bajra,Zaid,2022,6749,26388,3.91,Clay Loam,Low,Temperate,NPK
Bihar,Bihar District,Soybean,Zaid,2022,16242,36382,2.24,Sandy,Medium,Humid,NPK
Bihar,Bihar District,Cotton,Kharif,2022,26742,52146,1.95,Loam,High,Semi-Arid,Urea
Bihar,Bihar District,Groundnut,Rabi,2023,27330,67778,2.48,Sandy,High,Tropical,Urea
Bihar,Bihar District,Mustard,Zaid,2023,2579,5338,2.07,Laterite,Medium,Mountain,Organic + NPK
Bihar,Bihar District,Coconut,Kharif,2023,27271,146172,5.36,Sandy,Medium,Humid,Urea
Bihar,Bihar District,Tea,Zaid,2023,13157,78547,5.97,Black,Medium,Mountain,NPK
Bihar,Bihar District,Groundnut,Zaid,2023,23007,124467,5.41,Sandy,Medium,Tropical,NPK
Bihar,Bihar District,Coconut,Kharif,2023,29181,120809,4.14,Sandy,Medium,Tropical,DAP + Urea
Bihar,Bihar District,Rubber,Rabi,2023,12006,45622,3.8,Loam,Low,Humid,Potash
Bihar,Bihar District,Potato,Rabi,2023,25646,109508,4.27,Black,High,Temperate,Urea
Bihar,Bihar District,Jowar,Kharif,2023,23961,83623,3.49,Laterite,High,Semi-Arid,NPK
Bihar,Bihar District,Potato,Rabi,2023,8847,18047,2.04,Alluvial,High,Tropical,Organic + NPK
Bihar,Bihar District,Potato,Rabi,2023,22215,51538,2.32,Loam,Low,Temperate,Urea
Bihar,Bihar District,Tea,Rabi,2023,13570,59300,4.37,Sandy,High,Semi-Arid,NPK
Bihar,Bihar District,Banana,Zaid,2024,16515,66555,4.03,Alluvial,Low,Tropical,Organic + NPK
Bihar,Bihar District,Wheat,Zaid,2024,9306,26987,2.9,Laterite,High,Humid,NPK
Bihar,Bihar District,Rubber,Kharif,2024,29135,88570,3.04,Red,High,Tropical,NPK
Bihar,Bihar District,Rubber,Kharif,2024,17279,41296,2.39,Black,Low,Tropical,Urea
Bihar,Bihar District,Wheat,Rabi,2024,6209,18254,2.94,Clay Loam,High,Mountain,DAP + Urea
Bihar,Bihar District,Wheat,Rabi,2024,27944,95009,3.4,Loam,High,Semi-Arid,DAP + Urea
Bihar,Bihar District,Wheat,Rabi,2024,20332,107556,5.29,Laterite,Medium,Mountain,Urea
Bihar,Bihar District,Bajra,Kharif,2024,15005,45315,3.02,Alluvial,Medium,Semi-Arid,DAP + Urea
Bihar,Bihar District,Coconut,Zaid,2024,5755,30271,5.26,Sandy,High,Mountain,Potash
Bihar,Bihar District,Groundnut,Zaid,2024,9255,55159,5.96,Laterite,Medium,Humid,Urea
Bihar,Bihar District,Coffee,Kharif,2024,18571,59241,3.19,Red,High,Mountain,Potash
Bihar,Bihar District,Mustard,Zaid,2024,9174,14586,1.59,Alluvial,Medium,Semi-Arid,DAP + Urea
Bihar,Bihar District,Bajra,Rabi,2025,25731,131228,5.1,Laterite,Low,Temperate,Urea
Bihar,Bihar District,Sugarcane,Rabi,2025,7696,16777,2.18,Alluvial,Low,Tropical,NPK
